Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed
LAC_108	11240764	3869221	1154842	5571426	0	0	0	0	78361	0	0	0	0	306071	146672	114171	34.421334706430976	11240764.0	5669338.0	50.44	5571426.0	49.56	LAC_108_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11240764.0	0.0	20-51	45.0	14.788012798188335	50.56579908625428	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	11246802	4253747	11246802	573586902	705626	566977858	1.1522306344436015	0.0104	0.8118	0.1778
LAC_109	12887274	10	139	12886635	0	0	0	0	484	0	0	0	0	5	1	0	7.759592913132755e-05	12887274.0	639.0	0.0	12886635.0	100.0	LAC_109_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12887274.0	0.0	20-51	53.0	2.5364798846349146	50.68396815338915	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	12893077	4519432	12893077	657546927	601949	650983581	0.9981562882431356	0.1565	0.4851	0.3584
LAC_110	12126701	5	346	12125519	0	0	0	0	816	0	0	0	0	14	1	0	4.123132911415891e-05	12126701.0	1182.0	0.01	12125519.0	99.99	LAC_110_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12126701.0	0.0	20-51	53.0	2.6012607675693142	50.670816984767754	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	12132714	2889617	12132714	618768414	263715	614766584	0.646741157023571	0.1345	0.4086	0.4569
LAC_111	11704519	3787434	4857654	2222781	0	0	0	0	113184	0	0	0	0	505206	133391	84869	32.35873255449455	11704519.0	9481738.0	81.01	2222781.0	18.99	LAC_111_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11704519.0	0.0	20-51	44.0	11.490196732547464	50.303426309103344	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	11715262	4997519	11715262	597478362	868296	588907994	1.4344231599135302	0.0094	0.789	0.2017
LAC_112	9968091	3501945	3723168	1996848	0	0	0	0	71360	0	0	0	0	467417	128487	78866	35.13155126693767	9968091.0	7971243.0	79.97	1996848.0	20.03	LAC_112_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9968091.0	0.0	20-51	45.0	11.923577778034005	50.604058289596274	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	9978489	4308133	9978489	508902939	820361	501751070	1.4053503039407678	0.0095	0.7955	0.195
LAC_113	11173861	5	1613	11171583	0	0	0	0	641	0	0	0	0	18	1	0	4.4747290126483585e-05	11173861.0	2278.0	0.02	11171583.0	99.98	LAC_113_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11173861.0	0.0	20-51	50.0	13.13372667583261	50.48762482368449	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	11181161	3142652	11181161	570239211	296371	565144732	0.8933933166514569	0.0296	0.2331	0.7373
LAC_114	12082158	7	1995	12079328	0	0	0	0	787	0	0	0	0	40	0	1	5.793666992270751e-05	12082158.0	2830.0	0.02	12079328.0	99.98	LAC_114_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12082158.0	0.0	20-51	51.0	12.63589882472352	50.52751718691314	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	12088710	3932739	12088710	616524210	698820	609861826	1.0806362332470285	0.0244	0.247	0.7286
LAC_115	11665332	2932935	5411567	2180479	0	0	0	0	112041	0	0	0	0	890002	90958	47350	25.142319138452297	11665332.0	9484853.0	81.31	2180479.0	18.69	LAC_115_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11665332.0	0.0	20-51	46.0	10.161924966030304	50.579825846362546	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	11674862	5121705	11674862	595417962	838106	586655604	1.4716314520588816	0.0122	0.7682	0.2197
LAC_116	13905413	3410523	6523243	2539023	0	0	0	0	154684	0	0	0	0	1116617	106226	55097	24.526585438346924	13905413.0	11366390.0	81.74	2539023.0	18.26	LAC_116_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13905413.0	0.0	20-51	44.0	9.649231260895004	50.247346698728045	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	13915356	6294984	13915356	709683156	856137	698830112	1.5292802017693654	0.0124	0.7795	0.2081
LAC_117	12982067	10	65117	12908230	0	0	0	0	7943	0	0	0	0	767	0	0	7.702933592932466e-05	12982067.0	73837.0	0.57	12908230.0	99.43	LAC_117_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12982067.0	0.0	20-51	48.0	7.4190957800521025	50.37180458242898	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	12988688	3523566	12988688	662423088	365805	656477632	0.8975315184062546	0.0159	0.4758	0.5083
LAC_118	13145956	3	40202	13100746	0	0	0	0	4590	0	0	0	0	415	0	0	2.282070623087435e-05	13145956.0	45210.0	0.34	13100746.0	99.66	LAC_118_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13145956.0	0.0	20-51	49.0	6.294773576790366	50.58639516213199	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	13151451	4624904	13151451	670724001	677658	663000545	1.1515103065470889	0.0144	0.456	0.5296
LAC_119	15135948	3880902	6842807	2959987	0	0	0	0	198659	0	0	0	0	1102485	105412	45696	25.64029686148499	15135948.0	12175961.0	80.44	2959987.0	19.56	LAC_119_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15135948.0	0.0	20-51	46.0	9.04037528897596	50.53967125151328	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	15148495	6623089	15148495	772573245	1057880	760733452	1.532513981894364	0.0113	0.7547	0.2341
LAC_120	11505504	3993376	3251141	2845344	0	0	0	0	121405	0	0	0	0	1134427	116520	43291	34.70839695505734	11505504.0	8660160.0	75.27	2845344.0	24.73	LAC_120_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11505504.0	0.0	20-51	43.0	10.657043364985038	50.560420386625395	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	11515666	5316539	11515666	587298966	903229	578098645	1.5665481352133013	0.0155	0.7865	0.198
LAC_121	10138545	3126796	2839459	2568802	0	0	0	0	208301	0	0	0	0	1185683	120652	88852	30.840677829017874	10138545.0	7569743.0	74.66	2568802.0	25.34	LAC_121_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10138545.0	0.0	20-51	42.0	11.994829988949304	50.3107824643477	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10145092	2976783	10145092	517399692	142283	512536263	0.939975240650124	0.0178	0.7753	0.207
LAC_122	12546602	3664970	3471778	3208169	0	0	0	0	245295	0	0	0	0	1738598	121932	95860	29.210857250433225	12546602.0	9338433.0	74.43	3208169.0	25.57	LAC_122_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12546602.0	0.0	20-51	44.0	8.832155601777798	50.5255350412805	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	12555454	3601423	12555454	640328154	183789	634361508	0.931810660319646	0.0167	0.7937	0.1896
LAC_123	9559026	3190061	2058638	3028799	0	0	0	0	191040	0	0	0	0	887756	120826	81906	33.37223897079054	9559026.0	6530227.0	68.31	3028799.0	31.69	LAC_123_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9559026.0	0.0	20-51	41.0	12.854695805041445	50.28893163382964	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	9565497	4072879	9565497	487840347	556120	480777570	1.4477640161239065	0.0188	0.767	0.2141
LAC_124	7965079	2598597	1867123	2507051	0	0	0	0	175543	0	0	0	0	679319	74440	63006	32.624874153790564	7965079.0	5458028.0	68.52	2507051.0	31.48	LAC_124_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7965079.0	0.0	20-51	43.0	10.689253225864064	50.494046198411844	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	7970868	3466413	7970868	406514268	443679	400351533	1.5159947596230496	0.0173	0.7829	0.1998
LAC_125	8884643	2496736	2553328	2529341	0	0	0	0	175607	0	0	0	0	1027803	56574	45254	28.101703129771217	8884643.0	6355302.0	71.53	2529341.0	28.47	LAC_125_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8884643.0	0.0	20-51	43.0	9.513407397450957	50.512680475737746	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	8892240	2519931	8892240	453504240	126936	449166612	0.9564691170252344	0.0176	0.7532	0.2292
LAC_126	12214575	3606131	3080704	3706586	0	0	0	0	227777	0	0	0	0	1450473	75024	67880	29.523180298946126	12214575.0	8507989.0	69.65	3706586.0	30.35	LAC_126_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12214575.0	0.0	20-51	43.0	8.584610372017906	50.4990775364677	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	12224019	5089464	12224019	623424969	691062	614562903	1.4215128428710722	0.017	0.7314	0.2516
LAC_127	9893148	2457960	3583395	2033886	0	0	0	0	207603	0	0	0	0	1502580	66225	41499	24.84507459101997	9893148.0	7859262.0	79.44	2033886.0	20.56	LAC_127_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9893148.0	0.0	20-51	44.0	7.9657917976823525	50.51976185942028	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	9899558	4493614	9899558	504877458	489603	496839725	1.5920166116824332	0.0182	0.7456	0.2362
LAC_128	9139239	1362211	4701727	1277217	0	0	0	0	167563	0	0	0	0	1577766	35507	17248	14.905081265518934	9139239.0	7862022.0	86.02	1277217.0	13.98	LAC_128_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9139239.0	0.0	20-51	46.0	7.145905415296825	50.53596803847672	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	9145563	2237536	9145563	466423713	133581	462171096	0.9117497420205136	0.0162	0.7372	0.2467
LAC_129	8820221	1718450	4052713	1861661	0	0	0	0	490531	0	0	0	0	601912	50262	44692	19.48307190942268	8820221.0	6958560.0	78.89	1861661.0	21.11	LAC_129_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8820221.0	0.0	20-51	46.0	9.025750149340533	50.197103111135206	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	8826996	4181561	8826996	450176796	458342	439957962	2.2699601780452494	0.0237	0.816	0.1603
LAC_130	11689018	2493050	5356099	2585379	0	0	0	0	338139	0	0	0	0	777705	72159	66487	21.328138942039445	11689018.0	9103639.0	77.88	2585379.0	22.12	LAC_130_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11689018.0	0.0	20-51	46.0	10.134353055401354	50.179689944869615	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	11697189	3078202	11697189	596556639	159969	590100468	1.0822394015801071	0.0175	0.7827	0.1997
LAC_131	11740183	3414313	3688134	3306536	0	0	0	0	219077	0	0	0	0	917848	106102	88173	29.08228091504195	11740183.0	8433647.0	71.84	3306536.0	28.16	LAC_131_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11740183.0	0.0	20-51	43.0	11.38690000935073	50.286922529231454	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	11748184	3261479	11748184	599157384	151067	593749922	0.9025111171791884	0.0171	0.7787	0.2041
LAC_132	11432353	3352953	3273638	3455460	0	0	0	0	285552	0	0	0	0	886914	91506	86330	29.32863427152748	11432353.0	7976893.0	69.77	3455460.0	30.23	LAC_132_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11432353.0	0.0	20-51	43.0	8.891002762176779	50.46731893250672	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	11440772	4979730	11440772	583479372	645472	574265410	1.5791410017490732	0.018000000000000002	0.7889	0.193
LAC_133	11409666	1454037	6720909	2039615	0	0	0	0	452261	0	0	0	0	670471	38546	33827	12.743905036308687	11409666.0	9370051.0	82.12	2039615.0	17.88	LAC_133_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11409666.0	0.0	20-51	47.0	8.700891987344766	50.02793569943239	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	11416990	2892330	11416990	582266490	171734	574566343	1.3224437834298175	0.0196	0.7667	0.2137
LAC_134	12141919	1058899	8476991	1693786	0	0	0	0	238769	0	0	0	0	625357	25710	22407	8.721018481510212	12141919.0	10448133.0	86.05	1693786.0	13.95	LAC_134_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12141919.0	0.0	20-51	49.0	6.11595628125292	50.53294862204236	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	12150147	2893738	12150147	619657497	178457	613975864	0.916898936510406	0.0105	0.7449	0.2445
LAC_135	9252276	1901973	4281811	2011298	0	0	0	0	232667	0	0	0	0	734749	48653	41125	20.55681218329414	9252276.0	7240978.0	78.26	2011298.0	21.74	LAC_135_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9252276.0	0.0	20-51	45.0	8.76562217723714	50.509826447027734	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	9257904	2266724	9257904	472153104	149126	467611157	0.9619648714625416	0.0164	0.7905	0.1931
LAC_136	10750661	1419125	6856698	1674963	0	0	0	0	168027	0	0	0	0	569421	32123	30304	13.200351122596093	10750661.0	9075698.0	84.42	1674963.0	15.58	LAC_136_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10750661.0	0.0	20-51	48.0	7.27484743627986	50.56703080861725	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10757181	2595753	10757181	548616231	162604	543950970	0.8503687525788861	0.0098	0.7589	0.2313
LAC_137	11328311	3017139	4028669	2696242	0	0	0	0	311297	0	0	0	0	1117027	87756	70181	26.633617315061354	11328311.0	8632069.0	76.2	2696242.0	23.8	LAC_137_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11328311.0	0.0	20-51	45.0	9.780339261626908	50.41561562001608	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	11335367	4809556	11335367	578103717	552181	568694424	1.6276133024759636	0.0162	0.7709999999999999	0.2129
LAC_138	10227036	2388045	4077477	2424849	0	0	0	0	122275	0	0	0	0	1099579	61450	53361	23.350313815263767	10227036.0	7802187.0	76.29	2424849.0	23.71	LAC_138_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10227036.0	0.0	20-51	44.0	11.29498019305983	50.3400102434371	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10233411	2851371	10233411	521903961	135728	517530989	0.8378882566097251	0.0115	0.7659999999999999	0.2225
LAC_139	10903800	3603124	2727238	3155950	0	0	0	0	256947	0	0	0	0	970898	95683	93960	33.04466332838093	10903800.0	7747850.0	71.06	3155950.0	28.94	LAC_139_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10903800.0	0.0	20-51	43.0	10.827200507362138	50.473648911388686	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	10910736	3268536	10910736	556447536	157588	550698808	1.0331123112386285	0.0161	0.7607	0.2233
LAC_140	9688347	2732423	3173341	2675550	0	0	0	0	209058	0	0	0	0	758940	70376	68659	28.20319090552805	9688347.0	7012797.0	72.38	2675550.0	27.62	LAC_140_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9688347.0	0.0	20-51	44.0	12.294389275783667	50.27462342131222	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	9694892	4139766	9694892	494439492	515205	487143850	1.4755378803762704	0.0153	0.7785	0.2062
LAC_141	8404133	3105036	1149353	2598283	0	0	0	0	152897	0	0	0	0	1227679	83901	86984	36.94653571046532	8404133.0	5805850.0	69.08	2598283.0	30.92	LAC_141_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8404133.0	0.0	20-51	42.0	14.038027601817086	50.379735423035314	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	8411289	2724154	8411289	428975739	118330	424900095	0.9500872961955548	0.013999999999999999	0.7312	0.2548
LAC_142	10444800	3374723	2219579	2944895	0	0	0	0	272275	0	0	0	0	1446063	94570	92695	32.31007774203432	10444800.0	7499905.0	71.81	2944895.0	28.19	LAC_142_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10444800.0	0.0	20-51	43.0	12.409335807442806	50.24416427313113	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10451094	3236187	10451094	533005794	151058	526988375	1.1289593973907157	0.0167	0.7732	0.2101
LAC_143	10530476	4190426	1371770	3366923	0	0	0	0	186395	0	0	0	0	1190200	119166	105596	39.793319884115405	10530476.0	7163553.0	68.03	3366923.0	31.97	LAC_143_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10530476.0	0.0	20-51	42.0	13.090068808147944	50.37755092932171	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	10538443	3331498	10538443	537460593	140153	532578720	0.9083220358073768	0.0139	0.7369	0.2492
LAC_144	10401714	3712024	1851754	3287029	0	0	0	0	177341	0	0	0	0	1180997	108323	84246	35.686657025947845	10401714.0	7114685.0	68.4	3287029.0	31.6	LAC_144_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10401714.0	0.0	20-51	41.0	13.207302195234178	50.33827078883346	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	10410223	3214055	10410223	530921373	134246	526035598	0.920244550034342	0.015	0.7408	0.2442
LAC_145	8892351	2026822	2644053	2186537	0	0	0	0	93462	0	0	0	0	1828582	66995	45900	22.792869962060646	8892351.0	6705814.0	75.41	2186537.0	24.59	LAC_145_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8892351.0	0.0	20-51	43.0	8.324428750586787	50.58171511673346	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	8899239	2538153	8899239	453861189	107476	450135284	0.8209349224615017	0.0206	0.7393	0.2401
LAC_146	7079192	1095987	3084559	1496179	0	0	0	0	107584	0	0	0	0	1235108	36959	22816	15.4818092234255	7079192.0	5583013.0	78.87	1496179.0	21.13	LAC_146_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7079192.0	0.0	20-51	45.0	8.053283574617867	50.581528654682614	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	7085320	3202723	7085320	361351320	408087	355705434	1.5624367997327364	0.0263	0.784	0.1897
LAC_147	8951201	2198218	3152200	2095035	0	0	0	0	118371	0	0	0	0	1272797	65797	48783	24.557799562315715	8951201.0	6856166.0	76.59	2095035.0	23.41	LAC_147_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8951201.0	0.0	20-51	45.0	7.8231268500853215	50.56062354090808	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	8957993	3603284	8957993	456857643	484616	450927866	1.2979485165360358	0.0228	0.741	0.2362
LAC_148	7202083	1844108	2187316	1816249	0	0	0	0	87920	0	0	0	0	1172021	56077	38392	25.60520338352113	7202083.0	5385834.0	74.78	1816249.0	25.22	LAC_148_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7202083.0	0.0	20-51	42.0	11.376903517075442	50.36075035514031	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	7207561	2151754	7207561	367585611	76918	364417633	0.8618340612902826	0.022000000000000002	0.7355	0.2425
LAC_149	7776175	2435060	1836004	2539025	0	0	0	0	148209	0	0	0	0	659031	95685	63161	31.314367282114922	7776175.0	5237150.0	67.35	2539025.0	32.65	LAC_149_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7776175.0	0.0	20-51	43.0	9.274558575992936	50.536069854394995	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	7781008	3293269	7781008	396831408	384394	391302141	1.3933541772479865	0.0287	0.7709	0.2004
LAC_150	7859629	2428721	2032226	2501444	0	0	0	0	116570	0	0	0	0	627039	87042	66587	30.901216838606505	7859629.0	5358185.0	68.17	2501444.0	31.83	LAC_150_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7859629.0	0.0	20-51	42.0	12.393238316952527	50.35427448293043	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	7864490	3294078	7864490	401088990	402380	395816301	1.3145933025985082	0.0226	0.7608	0.2165
LAC_151	7914079	2494187	1952857	2434188	0	0	0	0	108269	0	0	0	0	789988	84975	49615	31.515821360893675	7914079.0	5479891.0	69.24	2434188.0	30.76	LAC_151_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7914079.0	0.0	20-51	42.0	11.620516369767008	50.37947220390395	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	7919442	2351401	7919442	403891542	112883	400527631	0.8328748315308866	0.0259	0.7205	0.2537
LAC_152	6726190	1647881	2435793	1794326	0	0	0	0	104800	0	0	0	0	658214	53675	31501	24.499471468989128	6726190.0	4931864.0	73.32	1794326.0	26.68	LAC_152_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6726190.0	0.0	20-51	43.0	11.252158876864684	50.31837221369007	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	6731338	2867747	6731338	343298238	370006	338504883	1.3962655409842215	0.027000000000000003	0.7516	0.2214
LAC_153	7093571	24370	93308	6946438	0	0	0	0	3821	0	0	0	0	24094	1036	504	0.34355051919548	7093571.0	147133.0	2.07	6946438.0	97.93	LAC_153_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7093571.0	0.0	20-51	44.0	5.2165934276469335	50.450501869932644	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	7097419	2684882	7097419	361968369	316525	357914859	1.1198519945813274	0.0296	0.7468	0.2236
LAC_154	5976979	19137	112026	5817726	0	0	0	0	5349	0	0	0	0	21714	687	340	0.3201784714318053	5976979.0	159253.0	2.66	5817726.0	97.34	LAC_154_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5976979.0	0.0	20-51	45.0	3.323629823716176	50.49457209068327	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	5980342	2066643	5980342	304997442	88259	301974010	0.9912974942261976	0.034	0.7598	0.2063
LAC_155	7498249	2293252	1619388	2267356	0	0	0	0	91303	0	0	0	0	1097583	75601	53766	30.583833639026928	7498249.0	5230893.0	69.76	2267356.0	30.24	LAC_155_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7498249.0	0.0	20-51	43.0	9.341076800676133	50.55807522529592	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	7504129	3048276	7504129	382710579	467880	377816636	1.2787582231950791	0.0231	0.7381	0.2389
LAC_156	8002969	2291399	1945680	2298348	0	0	0	0	117241	0	0	0	0	1227024	75116	48161	28.631861500400664	8002969.0	5704621.0	71.28	2298348.0	28.72	LAC_156_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8002969.0	0.0	20-51	43.0	9.335025290844197	50.54912807984137	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	8009068	3346969	8009068	408462468	431072	402931083	1.3541966357604245	0.0292	0.7635	0.2073
LAC_157	6214295	1686622	1575064	1855610	0	0	0	0	90566	0	0	0	0	898002	68570	39861	27.141003122639013	6214295.0	4358685.0	70.14	1855610.0	29.86	LAC_157_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6214295.0	0.0	20-51	43.0	9.209171435739306	50.55337701219527	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	6217800	1889886	6217800	317107800	90993	314329334	0.8761897373700679	0.0245	0.7352	0.2403
LAC_158	7367138	2158749	1730373	2145778	0	0	0	0	112437	0	0	0	0	1082952	82913	53936	29.302410243978056	7367138.0	5221360.0	70.87	2145778.0	29.13	LAC_158_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7367138.0	0.0	20-51	42.0	12.638089337646965	50.38457512265957	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	7372052	2941243	7372052	375974652	395334	371240268	1.259229571678678	0.0242	0.7339	0.2419
LAC_159	6648966	1889205	2381649	1713954	0	0	0	0	96071	0	0	0	0	463794	59470	44823	28.41351572560305	6648966.0	4935012.0	74.22	1713954.0	25.78	LAC_159_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6648966.0	0.0	20-51	43.0	14.171311095628553	50.37418645244989	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	6653092	1902875	6653092	339307692	92144	336504142	0.8262559517807808	0.0207	0.7444	0.235
LAC_160	6424715	1451794	2631138	1599552	0	0	0	0	117932	0	0	0	0	544935	46870	32494	22.597017922195768	6424715.0	4825163.0	75.1	1599552.0	24.9	LAC_160_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6424715.0	0.0	20-51	44.0	13.651665247654073	50.27724700628744	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	6429738	1593056	6429738	327916638	87441	325265516	0.808474378174126	0.0314	0.7874	0.1812
LAC_161	6390108	2033150	1593967	2053168	0	0	0	0	99495	0	0	0	0	497874	65896	46558	31.81714612648175	6390108.0	4336940.0	67.87	2053168.0	32.13	LAC_161_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6390108.0	0.0	20-51	42.0	15.008689586913555	50.359403158757246	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	6394377	2626640	6394377	326113227	334001	321847357	1.3080947495576436	0.025	0.7527	0.2222
LAC_162	7706571	1960105	2705534	2134146	0	0	0	0	139899	0	0	0	0	664493	59379	43015	25.43420413566552	7706571.0	5572425.0	72.31	2134146.0	27.69	LAC_162_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7706571.0	0.0	20-51	43.0	12.138577961230768	50.285212190999076	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	7711296	3363811	7711296	393276096	356132	387577340	1.4490471345606522	0.03	0.7754	0.1946
